Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSONIG00000036982	.	MKQE02001940.1	+	28800	122512	0.0	0.0	0.0
ENSONIG00000039929	.	MKQE02001940.1	+	111898	162233	0.0	0.0	0.0
ENSONIG00000041043	.	MKQE02001583.1	-	167851	169907	0.0	0.0	0.0
ENSONIG00000027753	.	MKQE02001583.1	+	130833	150682	0.0	0.0	0.0
ENSONIG00000036926	PIM2	MKQE02001583.1	+	48053	51569	0.0	0.0	0.0
ENSONIG00000033319	.	MKQE02001919.1	+	100378	196811	0.0	0.0	0.0
ENSONIG00000028838	.	MKQE02001919.1	+	21	133263	0.0	0.0	0.0
ENSONIG00000030091	.	MKQE02001919.1	-	32238	59972	0.0	0.0	0.0
ENSONIG00000029689	oni-mir-10562	MKQE02001919.1	+	95977	96041	0.0	0.0	0.0
ENSONIG00000040785	.	MKQE02001919.1	-	140588	148107	0.0	0.0	0.0
ENSONIG00000034067	oni-mir-10562	MKQE02001919.1	+	172156	172220	0.0	0.0	0.0
ENSONIG00000031716	.	MKQE02001919.1	-	153722	154442	0.0	0.0	0.0
ENSONIG00000034723	.	MKQE02001919.1	-	82099	82819	0.0	0.0	0.0
ENSONIG00000037004	gal3st4	MKQE02001919.1	-	164381	168255	0.0	0.0	0.0
ENSONIG00000035022	.	MKQE02000685.1	+	43525	47117	0.0	0.0	0.0
ENSONIG00000038057	.	MKQE02000685.1	-	99531	175082	0.0	0.0	0.0
ENSONIG00000039558	.	MKQE02000685.1	-	39712	55968	0.0	0.0	0.0
ENSONIG00000037696	.	MKQE02000388.1	+	186003	189069	0.0	0.0	0.0
ENSONIG00000033566	.	MKQE02000388.1	+	71606	81436	0.0	0.0	0.0
ENSONIG00000013631	.	MKQE02000388.1	-	99262	126020	0.0	0.0	0.0
ENSONIG00000036565	.	MKQE02000388.1	-	159754	161375	0.0	0.0	0.0
ENSONIG00000041077	.	MKQE02000388.1	+	81838	83760	0.0	0.0	0.0
ENSONIG00000041581	.	MKQE02000388.1	-	153688	154786	0.0	0.0	0.0
ENSONIG00000035986	.	MKQE02000213.1	-	108341	109367	0.0	0.0	0.0
ENSONIG00000042083	.	MKQE02000213.1	+	55692	74144	0.0	0.0	0.0
ENSONIG00000037578	.	MKQE02000213.1	-	85190	87946	0.0	0.0	0.0
ENSONIG00000035949	.	MKQE02000213.1	-	137815	173860	0.0	0.0	0.0
ENSONIG00000037240	.	MKQE02000213.1	-	127301	136669	0.0	0.0	0.0
ENSONIG00000036553	.	MKQE02000213.1	+	8840	20796	0.0	0.0	0.0
ENSONIG00000031042	.	MKQE02001853.1	+	10839	12062	0.0	0.0	0.0
ENSONIG00000036088	.	MKQE02001853.1	-	165680	168250	0.0	0.0	0.0
ENSONIG00000037016	.	MKQE02001853.1	+	141426	143654	0.0	0.0	0.0
ENSONIG00000037150	.	MKQE02001853.1	-	5180	159328	0.0	0.0	0.0
ENSONIG00000040159	oni-mir-10562	MKQE02001853.1	-	29144	29208	0.0	0.0	0.0
ENSONIG00000031189	oni-mir-10562	MKQE02001853.1	-	160068	160132	0.0	0.0	0.0
ENSONIG00000030678	.	MKQE02001853.1	+	61735	120327	0.0	0.0	0.0
ENSONIG00000031270	.	MKQE02000777.1	+	137183	144394	0.0	0.0	0.0
ENSONIG00000027123	.	MKQE02001474.1	-	20606	28117	0.0	0.0	0.0
ENSONIG00000031869	.	MKQE02001474.1	-	159515	160937	0.0	0.0	0.0
ENSONIG00000034172	.	MKQE02001474.1	-	122427	124606	0.0	0.0	0.0
ENSONIG00000036919	.	MKQE02001474.1	-	91448	143217	0.0	0.0	0.0
ENSONIG00000029762	.	MKQE02001774.1	-	68730	178858	0.0	0.0	0.0
ENSONIG00000012519	.	MKQE02001774.1	-	27660	35206	0.0	0.0	0.0
ENSONIG00000017763	.	MKQE02001774.1	-	38269	40157	0.0	0.0	0.0
ENSONIG00000040217	oni-mir-10558	MKQE02001774.1	+	175290	175356	0.0	0.0	0.0
ENSONIG00000040589	.	MKQE02001774.1	-	41760	189496	0.0	0.0	0.0
ENSONIG00000031674	.	MKQE02001774.1	-	16700	18936	0.0	0.0	0.0
ENSONIG00000035939	.	MKQE02000639.1	-	105985	146767	0.0	0.0	0.0
ENSONIG00000028415	.	MKQE02001527.1	+	69242	79761	0.0	0.0	0.0
ENSONIG00000033153	.	MKQE02001527.1	-	133890	137170	0.0	0.0	0.0
ENSONIG00000037327	.	MKQE02001527.1	+	35458	37185	0.0	0.0	0.0
ENSONIG00000000323	.	MKQE02001527.1	-	129480	133869	0.0	0.0	0.0
ENSONIG00000029534	.	MKQE02002072.1	-	44078	45139	0.0	0.0	0.0
ENSONIG00000038402	oni-mir-10558	MKQE02002072.1	-	147823	147889	0.0	0.0	0.0
ENSONIG00000011903	aoc2	MKQE02002072.1	+	128869	137187	0.0	0.0	0.0
ENSONIG00000038554	.	MKQE02000548.1	+	166436	177872	0.0	0.0	0.0
ENSONIG00000042096	.	MKQE02000548.1	+	107431	117291	0.0	0.0	0.0
ENSONIG00000032961	.	MKQE02000548.1	-	82071	120749	0.0	0.0	0.0
ENSONIG00000039161	.	MKQE02001975.1	+	76215	77149	0.0	0.0	0.0
ENSONIG00000030371	.	MKQE02001975.1	-	55	184162	0.0	0.0	0.0
ENSONIG00000042387	gal3st4	MKQE02001975.1	+	34741	37688	0.0	0.0	0.0
ENSONIG00000033107	.	MKQE02001975.1	-	9927	184178	0.0	0.0	0.0
ENSONIG00000039229	.	MKQE02001975.1	+	60327	63041	0.0	0.0	0.0
ENSONIG00000039628	.	MKQE02001975.1	+	55574	58466	0.0	0.0	0.0
ENSONIG00000037797	.	MKQE02001975.1	+	82467	146384	0.0	0.0	0.0
ENSONIG00000006284	.	MKQE02000217.1	+	15070	112699	0.0	0.0	0.0
ENSONIG00000006282	cyp7a1	MKQE02000217.1	-	139985	146030	0.0	0.0	0.0
ENSONIG00000036751	.	MKQE02000217.1	+	165046	167577	0.0	0.0	0.0
ENSONIG00000041828	.	MKQE02000217.1	-	150052	150386	0.0	0.0	0.0
ENSONIG00000034658	.	MKQE02000799.1	-	109404	110420	0.0	0.0	0.0
ENSONIG00000032581	oni-mir-10558	MKQE02000799.1	+	90978	91044	0.0	0.0	0.0
ENSONIG00000027251	.	MKQE02000799.1	+	53692	54551	0.0	0.0	0.0
ENSONIG00000037643	.	MKQE02000799.1	+	67784	113383	0.0	0.0	0.0
ENSONIG00000038158	.	MKQE02001654.1	+	50265	52244	0.0	0.0	0.0
ENSONIG00000017934	.	MKQE02001654.1	+	34180	41606	0.0	0.0	0.0
ENSONIG00000033475	.	MKQE02001654.1	-	22818	24079	0.0	0.0	0.0
ENSONIG00000035957	.	MKQE02001654.1	-	131604	132215	0.0	0.0	0.0
ENSONIG00000036272	.	MKQE02001654.1	-	47797	49170	0.0	0.0	0.0
ENSONIG00000028590	.	MKQE02001654.1	+	15851	17908	0.0	0.0	0.0
ENSONIG00000030217	.	MKQE02001654.1	+	125331	127722	0.0	0.0	0.0
ENSONIG00000041995	.	MKQE02001654.1	-	97353	115326	0.0	0.0	0.0
ENSONIG00000036767	.	MKQE02001654.1	+	31771	32583	0.0	0.0	0.0
ENSONIG00000027720	.	MKQE02000472.1	+	144547	146072	0.0	0.0	0.0
ENSONIG00000032826	.	MKQE02001142.1	-	122744	145635	0.0	0.0	0.0
ENSONIG00000028136	.	MKQE02001142.1	-	165742	167175	0.0	0.0	0.0
ENSONIG00000033275	.	MKQE02001488.1	-	135788	136804	0.0	0.0	0.0
ENSONIG00000037243	.	MKQE02001488.1	-	48643	49534	0.0	0.0	0.0
ENSONIG00000039600	.	MKQE02001488.1	-	156539	163025	0.0	0.0	0.0
ENSONIG00000040844	.	MKQE02001488.1	-	109364	110569	0.0	0.0	0.0
ENSONIG00000035300	.	MKQE02001488.1	+	123671	125353	0.0	0.0	0.0
ENSONIG00000031287	.	MKQE02001488.1	+	87628	89928	0.0	0.0	0.0
ENSONIG00000037695	.	MKQE02001488.1	+	55417	57423	0.0	0.0	0.0
ENSONIG00000035827	.	MKQE02001488.1	+	45638	55396	0.0	0.0	0.0
ENSONIG00000042764	.	MKQE02001488.1	-	26713	28587	0.0	0.0	0.0
ENSONIG00000023025	.	MKQE02000207.1	+	30445	39782	0.0	0.0	0.0
ENSONIG00000027825	.	MKQE02000207.1	+	108389	166512	0.0	0.0	0.0
ENSONIG00000036845	.	MKQE02000207.1	+	122987	124055	0.0	0.0	0.0
ENSONIG00000037586	.	MKQE02000207.1	-	15421	18471	0.0	0.0	0.0
ENSONIG00000033355	.	MKQE02000207.1	+	46518	58030	0.0	0.0	0.0
ENSONIG00000025687	.	MKQE02000207.1	-	133305	135792	0.0	0.0	0.0
ENSONIG00000037260	.	MKQE02000207.1	-	143726	146080	0.0	0.0	0.0
ENSONIG00000040582	.	MKQE02000207.1	-	62679	131159	0.0	0.0	0.0
ENSONIG00000010744	.	MKQE02000207.1	-	18431	29184	0.0	0.0	0.0
ENSONIG00000033439	.	MKQE02000771.1	+	53832	165968	0.0	0.0	0.0
ENSONIG00000003294	.	MKQE02000789.1	-	29981	30832	0.0	0.0	0.0
ENSONIG00000032637	.	MKQE02000789.1	-	127935	130535	0.0	0.0	0.0
ENSONIG00000038980	.	MKQE02000789.1	-	64245	66137	0.0	0.0	0.0
ENSONIG00000020392	.	MKQE02000789.1	+	55575	60900	0.0	0.0	0.0
ENSONIG00000039118	.	MKQE02000789.1	-	98117	99271	0.0	0.0	0.0
ENSONIG00000023403	.	MKQE02001408.1	+	90624	92434	0.0	0.0	0.0
ENSONIG00000034855	.	MKQE02001408.1	-	94480	96457	0.0	0.0	0.0
ENSONIG00000038822	.	MKQE02001408.1	-	75584	119582	0.0	0.0	0.0
ENSONIG00000034359	.	MKQE02001408.1	-	105753	109169	0.0	0.0	0.0
ENSONIG00000037383	.	MKQE02001408.1	-	82111	133778	0.0	0.0	0.0
ENSONIG00000027907	.	MKQE02000394.1	-	14989	18048	0.0	0.0	0.0
ENSONIG00000038434	.	MKQE02000394.1	-	110207	115322	0.0	0.0	0.0
ENSONIG00000035364	.	MKQE02000394.1	-	45863	48808	0.0	0.0	0.0
ENSONIG00000029830	.	MKQE02000394.1	-	52403	64812	0.0	0.0	0.0
ENSONIG00000020394	.	MKQE02000394.1	-	103600	105422	0.0	0.0	0.0
ENSONIG00000038409	.	MKQE02000267.1	-	97546	98929	0.0	0.0	0.0
ENSONIG00000040208	.	MKQE02000267.1	+	124561	126220	0.0	0.0	0.0
ENSONIG00000031804	.	MKQE02000267.1	+	90321	92164	0.0	0.0	0.0
ENSONIG00000030260	.	MKQE02000450.1	-	13524	46634	0.0	0.0	0.0
ENSONIG00000039761	.	MKQE02000450.1	-	76878	78913	0.0	0.0	0.0
ENSONIG00000013228	.	MKQE02000450.1	-	34871	36500	0.0	0.0	0.0
ENSONIG00000033589	.	MKQE02000450.1	-	45248	64896	0.0	0.0	0.0
ENSONIG00000037372	.	MKQE02000450.1	-	50882	52952	0.0	0.0	0.0
ENSONIG00000000943	.	MKQE02000450.1	-	57163	60091	0.0	0.0	0.0
ENSONIG00000015233	.	MKQE02000450.1	-	86294	94809	0.0	0.0	0.0
ENSONIG00000035758	.	MKQE02000450.1	+	67065	68969	0.0	0.0	0.0
ENSONIG00000015236	.	MKQE02000450.1	-	106993	108870	0.0	0.0	0.0
ENSONIG00000035237	.	MKQE02000450.1	-	124280	126255	0.0	0.0	0.0
ENSONIG00000037066	.	MKQE02000450.1	-	113303	115166	0.0	0.0	0.0
ENSONIG00000041986	.	MKQE02000450.1	-	62424	71673	0.0	0.0	0.0
ENSONIG00000027311	.	MKQE02000450.1	-	18517	20008	0.0	0.0	0.0
ENSONIG00000028808	.	MKQE02001846.1	-	70305	71618	0.0	0.0	0.0
ENSONIG00000027500	.	MKQE02001846.1	-	4232	10603	0.0	0.0	0.0
ENSONIG00000003799	umps	MKQE02001846.1	+	41170	46217	0.0	0.0	0.0
ENSONIG00000035689	.	MKQE02000142.1	-	102176	104020	0.0	0.0	0.0
ENSONIG00000042761	.	MKQE02000142.1	+	23640	151188	0.0	0.0	0.0
ENSONIG00000043150	.	MKQE02000142.1	-	4596	6206	0.0	0.0	0.0
ENSONIG00000006676	.	MKQE02000801.1	+	13261	65590	0.0	0.0	0.0
ENSONIG00000020199	.	MKQE02000253.1	+	134076	142909	0.0	0.0	0.0
ENSONIG00000029815	.	MKQE02000253.1	-	7559	142147	0.0	0.0	0.0
ENSONIG00000005382	.	MKQE02000815.1	-	102645	106478	0.0	0.0	0.0
ENSONIG00000038213	oni-mir-10827	MKQE02000815.1	+	126887	126946	0.0	0.0	0.0
ENSONIG00000042339	.	MKQE02000815.1	+	14007	15220	0.0	0.0	0.0
ENSONIG00000040649	.	MKQE02000815.1	+	79571	93874	0.0	0.0	0.0
ENSONIG00000030232	.	MKQE02000815.1	+	57358	59414	0.0	0.0	0.0
ENSONIG00000030321	.	MKQE02000815.1	+	22554	23900	0.0	0.0	0.0
ENSONIG00000004481	.	MKQE02000815.1	+	69635	71618	0.0	0.0	0.0
ENSONIG00000036641	.	MKQE02000815.1	+	115589	137152	0.0	0.0	0.0
ENSONIG00000030373	.	MKQE02000390.1	-	137971	152405	0.0	0.0	0.0
ENSONIG00000038824	.	MKQE02000390.1	+	16501	18247	0.0	0.0	0.0
ENSONIG00000030518	.	MKQE02000390.1	+	31549	36585	0.0	0.0	0.0
ENSONIG00000038504	.	MKQE02000390.1	-	67818	69828	0.0	0.0	0.0
ENSONIG00000033915	.	MKQE02000390.1	-	23749	25266	0.0	0.0	0.0
ENSONIG00000010152	.	MKQE02000390.1	+	47480	123230	0.0	0.0	0.0
ENSONIG00000041267	.	MKQE02001822.1	+	15661	18737	0.0	0.0	0.0
ENSONIG00000033115	.	MKQE02001822.1	+	107045	118988	0.0	0.0	0.0
ENSONIG00000039607	.	MKQE02001822.1	-	61511	63378	0.0	0.0	0.0
ENSONIG00000029765	.	MKQE02001822.1	-	66692	69202	0.0	0.0	0.0
ENSONIG00000030930	.	MKQE02000654.1	-	79693	83044	0.0	0.0	0.0
ENSONIG00000029050	.	MKQE02000076.1	+	30171	31694	0.0	0.0	0.0
ENSONIG00000013903	.	MKQE02000076.1	-	52073	127798	0.0	0.0	0.0
ENSONIG00000029202	.	MKQE02000076.1	+	38396	39412	0.0	0.0	0.0
ENSONIG00000041453	.	MKQE02000076.1	-	88	3997	0.0	0.0	0.0
ENSONIG00000040646	.	MKQE02000076.1	+	116469	119549	0.0	0.0	0.0
ENSONIG00000019180	.	MKQE02000795.1	+	1130	63942	0.0	0.0	0.0
ENSONIG00000031047	.	MKQE02000795.1	-	50330	52930	0.0	0.0	0.0
ENSONIG00000020721	.	MKQE02000795.1	-	93796	95892	0.0	0.0	0.0
ENSONIG00000031223	.	MKQE02000709.1	-	25468	26916	0.0	0.0	0.0
ENSONIG00000029014	5S_rRNA	MKQE02000709.1	+	75536	75649	0.0	0.0	0.0
ENSONIG00000041773	5S_rRNA	MKQE02000709.1	+	89215	89333	0.0	0.0	0.0
ENSONIG00000024338	.	MKQE02000709.1	-	99925	101986	0.0	0.0	0.0
ENSONIG00000036839	5S_rRNA	MKQE02000709.1	-	88740	88858	0.0	0.0	0.0
ENSONIG00000038143	.	MKQE02000709.1	-	5036	8362	0.0	0.0	0.0
ENSONIG00000029086	.	MKQE02000709.1	+	23622	24556	0.0	0.0	0.0
ENSONIG00000028553	.	MKQE02000709.1	+	85724	86505	0.0	0.0	0.0
ENSONIG00000028814	.	MKQE02000709.1	-	57739	60192	0.0	0.0	0.0
ENSONIG00000041411	.	MKQE02000709.1	-	136796	140647	0.0	0.0	0.0
ENSONIG00000038076	jtb	MKQE02000810.1	-	5660	18323	0.0	0.0	0.0
ENSONIG00000038029	.	MKQE02000810.1	-	111113	112929	0.0	0.0	0.0
ENSONIG00000027170	.	MKQE02000810.1	-	42977	43851	0.0	0.0	0.0
ENSONIG00000008329	.	MKQE02000296.1	-	91436	93765	0.0	0.0	0.0
ENSONIG00000040190	.	MKQE02000296.1	-	67979	69361	0.0	0.0	0.0
ENSONIG00000032935	.	MKQE02000158.1	-	94389	98730	0.0	0.0	0.0
ENSONIG00000031925	.	MKQE02000158.1	-	2015	53701	0.0	0.0	0.0
ENSONIG00000032378	.	MKQE02000158.1	+	4118	5361	0.0	0.0	0.0
ENSONIG00000036235	.	MKQE02000158.1	-	124612	125924	0.0	0.0	0.0
ENSONIG00000033233	.	MKQE02000158.1	+	128392	131474	0.0	0.0	0.0
ENSONIG00000038673	.	MKQE02000100.1	+	109151	109755	0.0	0.0	0.0
ENSONIG00000036983	5S_rRNA	MKQE02000100.1	-	28006	28124	0.0	0.0	0.0
ENSONIG00000027511	.	MKQE02000100.1	+	53941	57178	0.0	0.0	0.0
ENSONIG00000028168	.	MKQE02000100.1	-	118590	122894	0.0	0.0	0.0
ENSONIG00000027743	.	MKQE02000100.1	-	4492	8431	0.0	0.0	0.0
ENSONIG00000040611	5S_rRNA	MKQE02000100.1	+	25153	25271	0.0	0.0	0.0
ENSONIG00000033343	5S_rRNA	MKQE02000100.1	+	28482	28600	0.0	0.0	0.0
ENSONIG00000027289	5S_rRNA	MKQE02000100.1	+	82558	82676	0.0	0.0	0.0
ENSONIG00000005478	.	MKQE02000227.1	+	53487	54287	0.0	0.0	0.0
ENSONIG00000040513	.	MKQE02000227.1	+	46754	50160	0.0	0.0	0.0
ENSONIG00000028617	.	MKQE02000227.1	+	68856	100828	0.0	0.0	0.0
ENSONIG00000029015	.	MKQE02000227.1	-	133294	136410	0.0	0.0	0.0
ENSONIG00000003827	.	MKQE02000821.1	+	93515	101360	0.0	0.0	0.0
ENSONIG00000035718	.	MKQE02000821.1	+	111413	113491	0.0	0.0	0.0
ENSONIG00000032080	.	MKQE02000821.1	+	74136	77259	0.0	0.0	0.0
ENSONIG00000028441	.	MKQE02000821.1	+	14929	16648	0.0	0.0	0.0
ENSONIG00000033964	.	MKQE02000821.1	+	11813	14068	0.0	0.0	0.0
ENSONIG00000033790	.	MKQE02001816.1	-	23778	88141	0.0	0.0	0.0
ENSONIG00000042183	.	MKQE02001816.1	+	74868	76910	0.0	0.0	0.0
ENSONIG00000032889	.	MKQE02001816.1	-	79958	128694	0.0	0.0	0.0
ENSONIG00000027325	.	MKQE02000127.1	+	92705	93478	0.0	0.0	0.0
ENSONIG00000014662	.	MKQE02000127.1	+	95105	96761	0.0	0.0	0.0
ENSONIG00000028514	.	MKQE02000127.1	-	61276	62888	0.0	0.0	0.0
ENSONIG00000034481	oni-mir-10573b	MKQE02000127.1	-	83570	83630	0.0	0.0	0.0
ENSONIG00000041095	.	MKQE02000127.1	+	121388	121712	0.0	0.0	0.0
ENSONIG00000038955	.	MKQE02000127.1	+	107313	108358	0.0	0.0	0.0
ENSONIG00000033341	.	MKQE02000127.1	+	92114	117593	0.0	0.0	0.0
ENSONIG00000035137	.	MKQE02000127.1	+	28797	79774	0.0	0.0	0.0
ENSONIG00000033296	.	MKQE02001524.1	+	20320	22002	0.0	0.0	0.0
ENSONIG00000040765	.	MKQE02001524.1	-	57805	58911	0.0	0.0	0.0
ENSONIG00000003991	.	MKQE02001524.1	+	94124	119964	0.0	0.0	0.0
ENSONIG00000040048	.	MKQE02000385.1	-	53525	108760	0.0	0.0	0.0
ENSONIG00000030137	.	MKQE02000385.1	-	7036	8052	0.0	0.0	0.0
ENSONIG00000018176	.	MKQE02000385.1	-	113953	127355	0.0	0.0	0.0
ENSONIG00000015371	.	MKQE02000385.1	-	70825	76507	0.0	0.0	0.0
ENSONIG00000034432	.	MKQE02000538.1	-	5175	106783	0.0	0.0	0.0
ENSONIG00000008284	.	MKQE02000538.1	+	23241	25256	0.0	0.0	0.0
ENSONIG00000037433	.	MKQE02000588.1	+	29751	121413	0.0	0.0	0.0
ENSONIG00000038254	.	MKQE02000284.1	-	19348	114848	0.0	0.0	0.0
ENSONIG00000029370	.	MKQE02001112.1	-	80660	85093	0.0	0.0	0.0
ENSONIG00000040750	.	MKQE02001112.1	+	12226	13380	0.0	0.0	0.0
ENSONIG00000032524	.	MKQE02001112.1	-	28013	52614	0.0	0.0	0.0
ENSONIG00000032437	.	MKQE02001112.1	+	17527	21546	0.0	0.0	0.0
ENSONIG00000034888	.	MKQE02001112.1	-	76512	79319	0.0	0.0	0.0
ENSONIG00000009117	.	MKQE02002104.1	+	73019	77920	0.0	0.0	0.0
ENSONIG00000036997	.	MKQE02002104.1	-	25877	27412	0.0	0.0	0.0
ENSONIG00000009112	.	MKQE02002104.1	-	51632	70988	0.0	0.0	0.0
ENSONIG00000036361	rgn	MKQE02002104.1	+	33128	50770	0.0	0.0	0.0
ENSONIG00000040899	.	MKQE02002104.1	+	11408	12424	0.0	0.0	0.0
ENSONIG00000036372	.	MKQE02000201.1	-	110848	112164	0.0	0.0	0.0
ENSONIG00000027555	.	MKQE02000201.1	-	113902	115198	0.0	0.0	0.0
ENSONIG00000016410	TMBIM6	MKQE02000201.1	+	112522	113313	0.0	0.0	0.0
ENSONIG00000042233	.	MKQE02000605.1	-	15683	67644	0.0	0.0	0.0
ENSONIG00000036164	.	MKQE02000605.1	-	108313	110162	0.0	0.0	0.0
ENSONIG00000035788	.	MKQE02000456.1	-	78588	82468	0.0	0.0	0.0
ENSONIG00000037626	.	MKQE02000643.1	+	41628	42757	0.0	0.0	0.0
ENSONIG00000032762	.	MKQE02000643.1	+	82410	114206	0.0	0.0	0.0
ENSONIG00000035295	.	MKQE02000643.1	-	86280	88394	0.0	0.0	0.0
ENSONIG00000041236	.	MKQE02000643.1	+	60926	63090	0.0	0.0	0.0
ENSONIG00000040744	.	MKQE02001302.1	+	825	101098	0.0	0.0	0.0
ENSONIG00000007394	.	MKQE02001302.1	+	51799	76954	0.0	0.0	0.0
ENSONIG00000037903	oni-mir-10558	MKQE02001302.1	+	112346	112412	0.0	0.0	0.0
ENSONIG00000037320	.	MKQE02001302.1	-	21944	96844	0.0	0.0	0.0
ENSONIG00000034566	.	MKQE02001302.1	+	34790	41307	0.0	0.0	0.0
ENSONIG00000041141	oni-mir-10558	MKQE02001302.1	+	19189	19255	0.0	0.0	0.0
ENSONIG00000033221	.	MKQE02001477.1	+	110255	111370	0.0	0.0	0.0
ENSONIG00000034131	.	MKQE02001477.1	-	69063	70388	0.0	0.0	0.0
ENSONIG00000040603	.	MKQE02001477.1	-	27857	29245	0.0	0.0	0.0
ENSONIG00000008297	.	MKQE02001477.1	+	13149	39419	0.0	0.0	0.0
ENSONIG00000043172	.	MKQE02000524.1	+	61649	62719	0.0	0.0	0.0
ENSONIG00000035650	.	MKQE02000524.1	-	106167	107014	0.0	0.0	0.0
ENSONIG00000041798	.	MKQE02000524.1	+	36644	56848	0.0	0.0	0.0
ENSONIG00000036887	.	MKQE02000524.1	+	65298	67604	0.0	0.0	0.0
ENSONIG00000033700	.	MKQE02000486.1	+	38709	41999	0.0	0.0	0.0
ENSONIG00000029513	.	MKQE02000486.1	-	38152	44292	0.0	0.0	0.0
ENSONIG00000036010	.	MKQE02000486.1	-	28834	34451	0.0	0.0	0.0
ENSONIG00000037223	.	MKQE02000486.1	+	6190	7263	0.0	0.0	0.0
ENSONIG00000028679	zgc:113274	MKQE02000529.1	-	8366	9213	0.0	0.0	0.0
ENSONIG00000042052	.	MKQE02000529.1	-	75742	83291	0.0	0.0	0.0
ENSONIG00000036685	.	MKQE02001350.1	+	19835	50599	0.0	0.0	0.0
ENSONIG00000029588	.	MKQE02001350.1	+	65652	69078	0.0	0.0	0.0
ENSONIG00000027270	.	MKQE02001350.1	+	653	5914	0.0	0.0	0.0
ENSONIG00000036543	.	MKQE02001350.1	+	15278	50039	0.0	0.0	0.0
ENSONIG00000031205	.	MKQE02001350.1	+	108770	112893	0.0	0.0	0.0
ENSONIG00000036224	.	MKQE02001350.1	-	102969	108625	0.0	0.0	0.0
ENSONIG00000040278	.	MKQE02001350.1	+	74910	76719	0.0	0.0	0.0
ENSONIG00000036570	.	MKQE02000499.1	+	99892	102087	0.0	0.0	0.0
ENSONIG00000037259	.	MKQE02000499.1	-	58528	60425	0.0	0.0	0.0
ENSONIG00000035911	5S_rRNA	MKQE02000038.1	-	88425	88543	0.0	0.0	0.0
ENSONIG00000039390	.	MKQE02000038.1	+	24882	25638	0.0	0.0	0.0
ENSONIG00000043121	5S_rRNA	MKQE02000038.1	+	89374	89492	0.0	0.0	0.0
ENSONIG00000016077	.	MKQE02000038.1	-	65530	65946	0.0	0.0	0.0
ENSONIG00000040823	5S_rRNA	MKQE02000038.1	-	55017	55135	0.0	0.0	0.0
ENSONIG00000035214	.	MKQE02000038.1	-	34680	36638	0.0	0.0	0.0
ENSONIG00000030820	.	MKQE02000038.1	+	77257	97466	0.0	0.0	0.0
ENSONIG00000036166	5S_rRNA	MKQE02000038.1	+	55448	55566	0.0	0.0	0.0
ENSONIG00000027243	.	MKQE02001985.1	-	10786	59623	0.0	0.0	0.0
ENSONIG00000038470	.	MKQE02001985.1	+	78780	86478	0.0	0.0	0.0
ENSONIG00000038700	.	MKQE02001985.1	-	49819	89449	0.0	0.0	0.0
ENSONIG00000038423	.	MKQE02001985.1	-	43994	58683	0.0	0.0	0.0
ENSONIG00000033412	.	MKQE02001985.1	+	37602	78667	0.0	0.0	0.0
ENSONIG00000034146	.	MKQE02000114.1	-	81438	82444	0.0	0.0	0.0
ENSONIG00000028569	.	MKQE02000114.1	+	64854	65861	0.0	0.0	0.0
ENSONIG00000013640	.	MKQE02000829.1	-	32103	78867	0.0	0.0	0.0
ENSONIG00000034656	.	MKQE02000829.1	-	87376	88641	0.0	0.0	0.0
ENSONIG00000031250	.	MKQE02000829.1	-	97751	101476	0.0	0.0	0.0
ENSONIG00000035675	.	MKQE02000504.1	-	31664	38525	0.0	0.0	0.0
ENSONIG00000036399	.	MKQE02000504.1	-	62314	72894	0.0	0.0	0.0
ENSONIG00000042088	.	MKQE02000504.1	+	19998	21924	0.0	0.0	0.0
ENSONIG00000039720	.	MKQE02000504.1	+	67104	69590	0.0	0.0	0.0
ENSONIG00000038219	.	MKQE02000504.1	-	12327	14231	0.0	0.0	0.0
ENSONIG00000037183	.	MKQE02000504.1	-	38546	41601	0.0	0.0	0.0
ENSONIG00000032016	.	MKQE02000504.1	+	63262	75141	0.0	0.0	0.0
ENSONIG00000036487	.	MKQE02001880.1	-	75715	77169	0.0	0.0	0.0
ENSONIG00000029386	.	MKQE02001880.1	+	50678	51877	0.0	0.0	0.0
ENSONIG00000016149	.	MKQE02000108.1	+	3702	94116	0.0	0.0	0.0
ENSONIG00000010403	.	MKQE02000108.1	+	52265	61276	0.0	0.0	0.0
ENSONIG00000035384	paics	MKQE02001738.1	-	67253	70527	0.0	0.0	0.0
ENSONIG00000038114	.	MKQE02001738.1	-	74712	79004	0.0	0.0	0.0
ENSONIG00000036783	.	MKQE02001738.1	+	38535	41355	0.0	0.0	0.0
ENSONIG00000041053	.	MKQE02001738.1	+	28361	34904	0.0	0.0	0.0
ENSONIG00000036519	.	MKQE02000733.1	-	46066	48702	0.0	0.0	0.0
ENSONIG00000032705	.	MKQE02000733.1	-	30737	36103	0.0	0.0	0.0
ENSONIG00000022474	.	MKQE02000733.1	+	27554	30676	0.0	0.0	0.0
ENSONIG00000029511	.	MKQE02000733.1	+	84090	85973	0.0	0.0	0.0
ENSONIG00000041555	.	MKQE02000733.1	-	25565	27533	0.0	0.0	0.0
ENSONIG00000038635	.	MKQE02000678.1	+	56773	66954	0.0	0.0	0.0
ENSONIG00000032118	.	MKQE02001113.1	+	39600	74742	0.0	0.0	0.0
ENSONIG00000040825	.	MKQE02001113.1	+	52408	87019	0.0	0.0	0.0
